,Прибыль в расчете на 1 работника
11738,187000.0
2870,88000.0
17329,-24500.0
17580,1930071.4285714286
11443,-852275.7575757576
14744,-685000.0
8033,1239789.4736842106
7923,-852275.7575757576
18080,1684246.7532467532
992,1083833.3333333333
10996,448467.2897196262
4810,1277437.5
924,2297937.5
14822,225000.0
10766,20000.0
18840,-8000.0
9138,1304000.0
9478,1667000.0
1904,-49309.80392156863
19871,1823000.0
18314,271321.5339233038
13507,215750.0
8340,395333.3333333333
2720,363000.0
4430,-852275.7575757576
10883,12000.0
9508,2819470.8095297236
2804,1458511.111111111
18720,-259076.92307692306
14606,2819470.8095297236
91,1302330.0970873786
1854,847500.0
17888,-852275.7575757576
19651,2819470.8095297236
4188,2111285.714285714
15774,65600.0
5123,66500.0
17985,34333.333333333336
5236,-113294.11764705883
19457,224645.16129032258
4244,55700.0
15110,-2000.0
1948,2819470.8095297236
5926,46810.81081081081
18046,154000.0
14157,-444111.1111111111
16776,54455.50847457627
15707,2089469.8795180724
18333,1033923.0769230769
15161,156200.0
10124,-852275.7575757576
13462,-852275.7575757576
9509,121388.88888888889
675,494000.0
9150,-852275.7575757576
11283,-535275.8620689656
17493,19666.666666666668
4727,1805721.31147541
9343,1286666.6666666667
19316,-212000.0
8341,1094625.0
1050,3200.0
17654,-231500.0
18431,124000.0
6390,-103000.0
6733,400583.3333333333
13022,1408971.4285714286
19714,-234000.0
5019,2819470.8095297236
80,-746000.0
2282,69500.0
7544,234400.0
14721,502330.4347826087
19870,2819470.8095297236
3195,36000.0
7280,1036500.0
19444,-93591.54929577465
16608,-487500.0
18089,556941.1764705882
8609,33000.0
1991,2000.0
16687,-21888.88888888889
6245,1051500.0
5866,626933.3333333334
3744,575939.3939393939
13148,-852275.7575757576
16498,-27000.0
3935,858111.1111111111
14141,151142.85714285713
5861,-852275.7575757576
9516,161750.0
16758,6000.0
1992,435842.1052631579
16247,13000.0
18892,563000.0
8188,-852275.7575757576
9887,659918.3673469388
14036,-95172.83950617284
13715,54000.0
6650,195500.0
13640,2819470.8095297236
5749,817000.0
13868,1397000.0
19906,-70000.0
13955,135500.0
514,554666.6666666666
8281,1565250.0
16111,-15120.0
3129,-852275.7575757576
18323,2819470.8095297236
5173,2289000.0
12755,148000.0
6787,95000.0
1217,2001863.6363636365
16178,1178000.0
13514,-824000.0
5489,790772.7272727273
17806,795870.786516854
14810,-117000.0
18924,-138230.76923076922
18702,246411.76470588235
8141,803000.0
14043,-852275.7575757576
10281,1247833.3333333333
16570,591428.5714285715
324,160375.0
1843,1229105.2631578948
12223,1032909.0909090909
10479,2420285.714285714
15239,1854769.2307692308
17711,1007650.0
10349,388961.53846153844
11385,72400.0
13943,435357.14285714284
12278,809857.1428571428
5553,253054.05405405405
11195,-852275.7575757576
6788,1459500.0
5709,165000.0
4698,-563500.0
11726,261967.74193548388
19867,72000.0
11820,-427373.7373737374
16548,-576220.1834862386
19883,66363.63636363637
141,2819470.8095297236
16276,86909.09090909091
18224,51000.0
2990,2086000.0
14236,502514.5631067961
15262,437000.0
10992,35612.61261261261
13552,-42000.0
2842,44000.0
11054,52200.0
11186,308000.0
18515,-29341.6149068323
7149,2819470.8095297236
16755,31230.76923076923
1022,68000.0
6429,2819470.8095297236
17160,1415294.1176470588
17880,301555.55555555556
9735,146511.62790697673
19055,74962.96296296296
6160,1393000.0
17532,21000.0
18335,-852275.7575757576
16924,1058603.8216560509
11703,320813.6645962733
15904,468435.48387096776
19007,28019.23076923077
12428,2819470.8095297236
9621,871900.0
4978,-86000.0
14936,1131701.4925373134
19902,-14868.421052631578
8802,684750.0
9223,690500.0
5120,113000.0
12258,379000.0
1758,15000.0
12044,1050000.0
12081,2819470.8095297236
17318,342000.0
10856,23000.0
14328,-132125.0
12142,20722.222222222223
10631,27500.0
1446,1430326.0869565217
4511,26943.396226415094
5700,1735000.0
5249,20666.666666666668
1626,2819470.8095297236
3465,1515350.0
3844,2819470.8095297236
18951,2189451.6129032257
6307,2819470.8095297236
16645,1735500.0
19905,-852275.7575757576
2085,2819470.8095297236
1480,2819470.8095297236
15918,-527428.5714285715
4636,200153.84615384616
8581,485770.8333333333
10183,334765.306122449
13421,281545.45454545453
18674,1666.6666666666667
359,225034.4827586207
12867,944088.8888888889
7075,2819470.8095297236
1966,1919032.2580645161
5669,39800.0
1336,262888.8888888889
5837,558000.0
11962,31146.341463414636
7560,55800.0
13863,-49000.0
13358,-852275.7575757576
6461,1324068.9655172413
10413,150000.0
11386,-431750.0
13179,320075.4716981132
5835,38000.0
17674,457294.1176470588
14657,12625.0
13897,165000.0
18728,2819470.8095297236
11336,-852275.7575757576
1902,-852275.7575757576
11829,2819470.8095297236
15436,63178.57142857143
4782,-32000.0
19170,2819470.8095297236
69,693000.0
16447,2819470.8095297236
7143,204000.0
13951,651000.0
6758,134777.77777777778
4075,151500.0
1785,712594.0170940171
15168,-202250.0
10402,893140.1869158879
4580,37000.0
15513,-852275.7575757576
5526,-373666.6666666667
7403,1945857.142857143
14003,2819470.8095297236
4246,487594.7712418301
14381,888086.9565217391
2073,2159250.0
16664,-684812.5
15148,-852275.7575757576
7540,-325000.0
17365,2054492.7536231885
14890,209603.125
10192,67000.0
16670,58000.0
622,1395666.6666666667
19510,2819470.8095297236
12050,135200.0
19465,1843458.3333333333
93,980000.0
15220,2260570.4697986576
19236,1047500.0
13446,-372038.961038961
6701,17375.0
16283,133000.0
18234,118500.0
1574,15000.0
13693,168000.0
2020,2819470.8095297236
14720,-567873.0158730159
6840,-852275.7575757576
7444,-129500.0
13875,816470.5882352941
14895,105000.0
872,2220840.68627451
10425,2819470.8095297236
10925,2819470.8095297236
13362,985000.0
16291,489531.25
8613,745159.4202898551
6864,2131518.5185185187
4003,129000.0
11436,2595000.0
7242,2408000.0
8539,1249872.180451128
539,152000.0
6747,849468.75
7330,1473443.0379746836
1883,1959559.1397849463
11742,-24218.75
4419,-168666.66666666666
13053,-214490.19607843139
12548,-59000.0
2568,2819470.8095297236
15501,48000.0
6497,-87555.55555555556
6710,192000.0
5080,-852275.7575757576
17522,-32571.428571428572
1354,2794909.090909091
231,-278642.85714285716
12099,83000.0
4086,517500.0
17334,472333.3333333333
14378,114090.90909090909
10166,11000.0
11278,89750.0
12009,-312000.0
3749,-113739.13043478261
1897,-64000.0
8108,2819470.8095297236
5650,-78000.0
11230,255648.64864864864
9968,-149350.87719298244
19237,96416.66666666667
13949,2215178.5714285714
19539,2819470.8095297236
7449,1570957.4468085107
5083,328666.6666666667
7713,1188333.3333333333
16583,28000.0
15956,58250.0
11337,118000.0
4099,-407400.0
14624,576714.2857142857
5182,945844.4444444445
5457,832449.4382022471
13883,2819470.8095297236
2832,2819470.8095297236
3403,-411250.0
13656,2819470.8095297236
10573,33166.666666666664
12064,12000.0
7866,-463000.0
19917,220290.59829059828
19532,1721000.0
17240,196500.0
7744,85500.0
14032,-22500.0
5047,465333.3333333333
12123,534333.3333333334
18569,785666.6666666666
2435,1463884.6153846155
11028,1091636.3636363635
4920,-198000.0
16326,-852275.7575757576
1543,-93000.0
19975,242363.63636363635
6628,2819470.8095297236
6056,118666.66666666667
16894,-311500.0
12799,-134005.4054054054
19958,2819470.8095297236
14115,-7666.666666666667
14777,58384.61538461538
17939,794500.0
15737,444400.0
2195,-852275.7575757576
13121,-852275.7575757576
3790,845736.8421052631
3947,1322333.3333333333
6281,42636.36363636364
12026,-582500.0
5357,783428.5714285715
7113,-136500.0
14708,2819470.8095297236
11275,31932.584269662922
11040,67470.58823529411
7293,-852275.7575757576
8761,165000.0
7825,2819470.8095297236
10398,851000.0
954,949000.0
504,1541000.0
10834,1323384.6153846155
10592,1657887.0967741935
8867,857285.7142857143
422,2683000.0
13378,46181.818181818184
10725,40500.0
13059,-852275.7575757576
54,103521.73913043478
9258,836714.2857142857
14521,2819470.8095297236
9274,457791.6666666667
17702,2819470.8095297236
19066,2819470.8095297236
9494,2819470.8095297236
17125,2447.0588235294117
11393,725427.1356783919
17427,435514.28571428574
6262,2819470.8095297236
15208,1737000.0
3668,69500.0
11783,33000.0
970,1171750.0
8687,-20000.0
19515,47450.81967213115
1244,2819470.8095297236
6971,1509558.8235294118
15758,154000.0
13315,427000.0
12216,773577.3195876288
10835,2819470.8095297236
7363,2819470.8095297236
12055,847000.0
2154,536660.0
14653,1779100.0
16783,2607655.172413793
18376,107000.0
698,22000.0
1071,1063795.918367347
1075,-71500.0
15534,-118153.84615384616
6378,166000.0
12932,102857.14285714286
13080,521000.0
19839,1245625.0
15683,255279.06976744186
19367,331000.0
9290,369557.14285714284
13160,2819470.8095297236
15647,118142.85714285714
6922,586351.8518518518
4944,2819470.8095297236
8262,1198333.3333333333
7928,1215142.857142857
14983,89488.0
8988,798000.0
13428,888150.0
10274,-852275.7575757576
3388,-852275.7575757576
512,2132800.0
15976,1282000.0
16295,-27939.75903614458
2932,908571.4285714285
5836,-289800.0
2797,2208000.0
4931,715666.6666666666
13798,316000.0
3346,1180200.0
7970,2000.0
2320,2674188.679245283
19668,1180964.2857142857
18071,-852275.7575757576
9416,318633.3333333333
4789,152000.0
8057,321333.3333333333
18291,-197333.33333333334
16249,768900.0
2024,94173.91304347826
9296,181700.7874015748
16738,748763.6363636364
6459,32000.0
13170,2144000.0
10040,1490400.0
11798,80000.0
15998,43064.51612903226
13339,96000.0
14344,828033.7078651686
3333,260038.46153846153
5548,82000.0
6759,-182441.17647058822
9931,466295.9183673469
2008,1021600.0
3318,2819470.8095297236
11257,506736.84210526315
9322,85166.66666666667
5683,-780000.0
6810,349000.0
17987,2819470.8095297236
9056,-220488.88888888888
15420,1632000.0
18321,55333.333333333336
8618,11666.666666666666
2255,-368800.0
18616,341390.243902439
8809,944000.0
8533,44510.204081632655
3738,71142.85714285714
6541,2819470.8095297236
17253,189636.36363636365
15242,794888.8888888889
13795,744341.1764705882
11115,693750.0
17436,1335752.808988764
5830,1414846.1538461538
15605,-197235.29411764705
11919,137000.0
10733,-273600.0
8375,49000.0
6997,-852275.7575757576
17957,1679636.3636363635
9612,1448666.6666666667
5451,-129333.33333333333
130,1319500.0
16902,245666.66666666666
6543,667278.4810126582
18703,335666.6666666667
16018,59857.142857142855
3690,360704.54545454547
8575,689245.6140350878
17546,2173000.0
12856,-852275.7575757576
8978,1601677.0642201835
3883,-852275.7575757576
11575,2819470.8095297236
9922,2819470.8095297236
15692,920000.0
5711,505672.83950617287
14300,1348777.7777777778
10289,89855.49132947977
12868,27500.0
4264,172058.82352941178
3721,654043.4782608695
3251,-586500.0
429,660222.2222222222
1565,55130.434782608696
10449,988125.0
17874,164739.13043478262
2964,-852275.7575757576
9860,319250.0
11706,127000.0
10935,11000.0
18617,2819470.8095297236
10542,28764.70588235294
3482,240121.9512195122
1532,-64000.0
1424,-11419.354838709678
11548,676364.5833333334
10588,-852275.7575757576
11383,-90666.66666666667
5365,6833.333333333333
19787,-61000.0
9636,585000.0
14096,-350833.3333333333
17763,1402080.971659919
2727,1633071.4285714286
6100,-126564.10256410256
809,67000.0
7173,539454.5454545454
10226,36318.840579710144
14939,1312065.693430657
17340,1225666.6666666667
18303,-852275.7575757576
2894,2367100.0
14213,133000.0
7733,145545.45454545456
11961,284777.77777777775
15365,-852275.7575757576
835,77250.0
13065,-63230.769230769234
11923,573000.0
6588,77943.23144104803
7381,197000.0
4105,-374800.0
11682,1850666.6666666667
11399,-852275.7575757576
6366,416000.0
9373,-852275.7575757576
2589,2819470.8095297236
10686,-852275.7575757576
5887,813152.7377521613
17127,1304313.7254901961
19823,-852275.7575757576
3228,-799529.4117647059
11036,628625.0
15057,-392255.81395348837
2006,2660750.0
7980,56200.0
7747,228688.3116883117
11668,605923.0769230769
9389,-852275.7575757576
3958,-6817.204301075269
6054,-2000.0
16006,-852275.7575757576
18839,-21000.0
15585,301500.0
189,43444.444444444445
6352,-485000.0
14359,2819470.8095297236
8857,53529.41176470588
17174,180876.92307692306
16310,623000.0
13423,2819470.8095297236
6965,263166.6666666667
4547,1055666.6666666667
19307,47966.38655462185
4771,1364073.394495413
10385,253000.0
15385,2819470.8095297236
18300,28609.756097560974
5814,31500.0
2830,970333.3333333334
19266,39638.709677419356
6585,2668000.0
6860,146800.0
14637,141333.33333333334
6217,223948.71794871794
19891,-150500.0
3725,31000.0
1942,-600000.0
18213,-321800.0
9815,2819470.8095297236
13909,-45320.0
11658,23238.095238095237
12663,105576.27118644067
8025,2228333.3333333335
913,9371.42857142857
17830,2819470.8095297236
2975,2102727.272727273
4348,352054.54545454547
7646,-39741.17647058824
12694,-210711.11111111112
18706,124297.87234042553
8697,-220000.0
14570,496187.5
18819,76000.0
7643,2819470.8095297236
7649,593605.6338028169
6002,1602000.0
1548,303500.0
1553,264000.0
11029,-350444.44444444444
8366,1016000.0
4714,453384.6153846154
9184,653558.3038869258
16848,2819470.8095297236
15931,2819470.8095297236
13248,2819470.8095297236
16010,-70000.0
17353,-852275.7575757576
17363,757000.0
2367,2638333.3333333335
19790,2500.0
12349,2008500.0
13774,154808.51063829788
17616,247375.0
9786,-45000.0
17330,1070482.7586206896
19298,168909.0909090909
7577,135602.27272727274
13962,-321064.51612903224
16004,-852275.7575757576
3246,-646750.0
7965,49500.0
13344,41000.0
14650,1606428.5714285714
5534,-130012.98701298701
16805,748750.0
5061,849333.3333333334
14257,597000.0
1154,1204000.0
1864,2819470.8095297236
11356,-76500.0
16537,2000.0
13970,2819470.8095297236
14546,918949.1525423729
7101,686666.6666666666
10503,-80000.0
18417,-241174.60317460317
14865,2819470.8095297236
11464,84000.0
2155,1576400.0
12612,-364617.64705882355
2729,1082226.4150943395
9119,158878.37837837837
14988,-852275.7575757576
12385,782000.0
13683,5000.0
7056,2819470.8095297236
10272,28000.0
1093,11000.0
9701,-167166.66666666666
796,561200.0
17170,13400.0
7566,585666.6666666666
15733,2037814.8148148148
7583,899285.7142857143
134,157600.0
17948,584416.6666666666
9900,2819470.8095297236
16724,-21000.0
1377,-852275.7575757576
1693,-384455.8823529412
19158,-129102.04081632652
882,650333.3333333334
11170,259666.66666666666
9852,62000.0
6856,5500.0
18547,582555.5555555555
7393,923000.0
14517,109333.33333333333
17152,-852275.7575757576
17676,98400.0
18484,-852275.7575757576
1109,505642.85714285716
16508,703500.0
5939,89000.0
19575,36822.42990654206
15432,-852275.7575757576
15457,-461600.0
12022,50388.88888888889
5984,101500.0
7082,-4818.181818181818
16284,-2000.0
6260,-289800.0
13422,1955000.0
7519,1019352.9411764706
7383,-103909.09090909091
1896,-396105.2631578947
7166,147187.5
14137,1464879.3103448276
3587,-380750.0
2951,1471183.3333333333
16526,9333.333333333334
15425,-7000.0
8127,133500.0
3693,2819470.8095297236
1141,135000.0
3204,-852275.7575757576
9894,-852275.7575757576
16150,-84000.0
19334,-790000.0
11432,-1000.0
17757,835000.0
7495,-64500.0
2562,-852275.7575757576
921,2819470.8095297236
2224,2253838.709677419
4921,524333.3333333334
11929,233000.0
10283,975147.0588235294
15312,508000.0
2854,1261500.0
6632,-852275.7575757576
7435,-852275.7575757576
6818,737190.4761904762
10772,2819470.8095297236
676,2819470.8095297236
19726,410000.0
4349,-138600.0
11373,423000.0
10419,-852275.7575757576
4813,-557625.0
8520,85466.66666666667
247,-21857.14285714286
9590,-61500.0
4063,70000.0
2419,2819470.8095297236
7680,-852275.7575757576
819,-493872.7735368957
14498,-371315.7894736842
2643,580950.0
5265,933000.0
8739,81142.85714285714
